2026-08-27 17:30:46.236 INFO   Freerouting v2.2.4 (build-date: 2026-05-13)
2026-08-27 17:30:49.294 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.295 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.295 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.295 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.296 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.296 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.296 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.297 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.297 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.297 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.297 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.298 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.298 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.298 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.299 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.299 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.299 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.300 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.300 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.300 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.300 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.301 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.301 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.301 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.302 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.302 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.302 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.303 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.305 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.306 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.306 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.306 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.307 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.307 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.307 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.307 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.308 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.308 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.308 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.309 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.309 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.309 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.309 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.310 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.310 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.310 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.310 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.311 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.311 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.312 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.313 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.313 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.314 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.314 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.315 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.316 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.316 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.316 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.317 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.317 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.317 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.317 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.319 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.319 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.320 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.321 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.321 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.321 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.322 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.322 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.322 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.323 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.323 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.323 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.323 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.324 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.324 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.324 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.324 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.325 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.325 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.325 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.326 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.326 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.326 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.326 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.327 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.327 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.327 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.328 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.328 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.328 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.328 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.329 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.329 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.329 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.329 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.330 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.330 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.330 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.331 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.331 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.331 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.331 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.331 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.332 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.332 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.332 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.333 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.333 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.333 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.333 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.334 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.334 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.334 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.335 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.335 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.335 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.336 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.336 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.336 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.336 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.337 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.337 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.337 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.337 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.338 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.338 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.338 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.338 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.338 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.339 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.339 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.339 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.339 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.340 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.340 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.340 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.340 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.341 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.341 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.341 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.342 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.342 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.342 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.342 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.343 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.343 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.343 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.344 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.344 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.344 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.345 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.345 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.345 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.345 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.346 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.346 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.346 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.346 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.347 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.347 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.347 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.348 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.348 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.348 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.348 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.349 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.349 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.349 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.349 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.350 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.350 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.350 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.350 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.351 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.351 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.351 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.352 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.352 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.352 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.352 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.353 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.353 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.353 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.354 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.354 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.354 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.354 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.355 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.355 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.355 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.355 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.356 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.356 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.356 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.356 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.357 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.357 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.357 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.357 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.358 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.358 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.358 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.359 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.359 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.359 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.359 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.360 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.360 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.360 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.360 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.360 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.361 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.361 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.361 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.361 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.362 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.362 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.362 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.362 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.363 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.363 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.363 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.363 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.363 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.364 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.364 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.364 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.364 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.365 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.368 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.368 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.369 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.369 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.370 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.370 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.370 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.371 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.371 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.373 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.373 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.374 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.374 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.375 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.375 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.375 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.377 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.377 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.377 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.378 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.378 WARN   Polyline: must contain at least 2 different points
2026-08-27 17:30:49.379 WARN   Polyline: must contain at least 2 different points
